ticker,SPY US 01/15/27 P500 Equity,SPY US 01/16/26 C620 Equity,SPY US 01/16/26 C660 Equity,SPY US 01/16/26 P500 Equity,SPY US 01/16/26 P505 Equity,SPY US 01/16/26 P550 Equity,SPY US 01/16/26 P600 Equity,SPY US 01/16/26 P620 Equity,SPY US 01/16/26 P630 Equity,SPY US 01/16/26 P645 Equity,SPY US 01/16/26 P650 Equity,SPY US 02/20/26 P540 Equity,SPY US 02/20/26 P600 Equity,SPY US 02/27/26 P595 Equity,SPY US 03/20/26 P550 Equity,SPY US 03/20/26 P560 Equity,SPY US 03/20/26 P585 Equity,SPY US 06/18/26 P500 Equity,SPY US 06/18/26 P505 Equity,SPY US 06/18/26 P515 Equity,SPY US 06/18/26 P550 Equity,SPY US 06/18/26 P560 Equity,SPY US 06/18/26 P585 Equity,SPY US 06/18/26 P625 Equity,SPY US 06/18/26 P640 Equity,SPY US 06/18/26 P645 Equity,SPY US 06/30/26 P615 Equity,SPY US 09/09/25 C648 Equity,SPY US 09/09/25 C649 Equity,SPY US 09/09/25 C650 Equity,SPY US 09/09/25 P625 Equity,SPY US 09/09/25 P641 Equity,SPY US 09/09/25 P646 Equity,SPY US 09/09/25 P647 Equity,SPY US 09/09/25 P649 Equity,SPY US 09/10/25 C635 Equity,SPY US 09/10/25 C650 Equity,SPY US 09/10/25 C651 Equity,SPY US 09/10/25 C652 Equity,SPY US 09/10/25 C653 Equity,SPY US 09/10/25 C654 Equity,SPY US 09/10/25 C655 Equity,SPY US 09/10/25 P630 Equity,SPY US 09/10/25 P643 Equity,SPY US 09/10/25 P647 Equity,SPY US 09/10/25 P650 Equity,SPY US 09/10/25 P651 Equity,SPY US 09/10/25 P652 Equity,SPY US 09/10/25 P653 Equity,SPY US 09/11/25 C654 Equity,SPY US 09/11/25 C658 Equity,SPY US 09/11/25 C666 Equity,SPY US 09/11/25 P643 Equity,SPY US 09/11/25 P647 Equity,SPY US 09/11/25 P650 Equity,SPY US 09/12/25 C643 Equity,SPY US 09/12/25 C647 Equity,SPY US 09/12/25 C648 Equity,SPY US 09/12/25 C650 Equity,SPY US 09/12/25 C652 Equity,SPY US 09/12/25 C654 Equity,SPY US 09/12/25 C655 Equity,SPY US 09/12/25 C656 Equity,SPY US 09/12/25 P618 Equity,SPY US 09/12/25 P630 Equity,SPY US 09/12/25 P633 Equity,SPY US 09/12/25 P634 Equity,SPY US 09/12/25 P635 Equity,SPY US 09/12/25 P636 Equity,SPY US 09/12/25 P639 Equity,SPY US 09/12/25 P640 Equity,SPY US 09/12/25 P645 Equity,SPY US 09/12/25 P646 Equity,SPY US 09/12/25 P648 Equity,SPY US 09/12/25 P649 Equity,SPY US 09/12/25 P650 Equity,SPY US 09/12/25 P652 Equity,SPY US 09/15/25 P638 Equity,SPY US 09/15/25 P648 Equity,SPY US 09/17/25 P647 Equity,SPY US 09/18/25 C710 Equity,SPY US 09/18/25 P600 Equity,SPY US 09/18/25 P645 Equity,SPY US 09/18/26 C710 Equity,SPY US 09/18/26 P595 Equity,SPY US 09/18/26 P600 Equity,SPY US 09/19/25 C600 Equity,SPY US 09/19/25 C620 Equity,SPY US 09/19/25 C625 Equity,SPY US 09/19/25 C635 Equity,SPY US 09/19/25 C645 Equity,SPY US 09/19/25 C650 Equity,SPY US 09/19/25 C655 Equity,SPY US 09/19/25 C657 Equity,SPY US 09/19/25 C660 Equity,SPY US 09/19/25 C670 Equity,SPY US 09/19/25 P450 Equity,SPY US 09/19/25 P520 Equity,SPY US 09/19/25 P530 Equity,SPY US 09/19/25 P560 Equity,SPY US 09/19/25 P565 Equity,SPY US 09/19/25 P570 Equity,SPY US 09/19/25 P575 Equity,SPY US 09/19/25 P580 Equity,SPY US 09/19/25 P590 Equity,SPY US 09/19/25 P600 Equity,SPY US 09/19/25 P605 Equity,SPY US 09/19/25 P610 Equity,SPY US 09/19/25 P615 Equity,SPY US 09/19/25 P616 Equity,SPY US 09/19/25 P619 Equity,SPY US 09/19/25 P620 Equity,SPY US 09/19/25 P625 Equity,SPY US 09/19/25 P630 Equity,SPY US 09/19/25 P632 Equity,SPY US 09/19/25 P634 Equity,SPY US 09/19/25 P635 Equity,SPY US 09/19/25 P638 Equity,SPY US 09/19/25 P640 Equity,SPY US 09/19/25 P642 Equity,SPY US 09/19/25 P645 Equity,SPY US 09/19/25 P646 Equity,SPY US 09/19/25 P648 Equity,SPY US 09/26/25 C657 Equity,SPY US 09/26/25 P639 Equity,SPY US 09/26/25 P648 Equity,SPY US 09/30/25 C635 Equity,SPY US 09/30/25 C640 Equity,SPY US 09/30/25 C644 Equity,SPY US 09/30/25 C660 Equity,SPY US 09/30/25 C670 Equity,SPY US 09/30/25 P574 Equity,SPY US 09/30/25 P575 Equity,SPY US 09/30/25 P580 Equity,SPY US 09/30/25 P600 Equity,SPY US 09/30/25 P610 Equity,SPY US 09/30/25 P615 Equity,SPY US 09/30/25 P620 Equity,SPY US 09/30/25 P625 Equity,SPY US 09/30/25 P630 Equity,SPY US 09/30/25 P635 Equity,SPY US 09/30/25 P637 Equity,SPY US 09/30/25 P640 Equity,SPY US 09/30/25 P644 Equity,SPY US 09/30/25 P645 Equity,SPY US 09/30/25 P648 Equity,SPY US 09/30/25 P650 Equity,SPY US 10/03/25 C657 Equity,SPY US 10/03/25 P620 Equity,SPY US 10/10/25 C658 Equity,SPY US 10/17/25 C645 Equity,SPY US 10/17/25 C650 Equity,SPY US 10/17/25 C670 Equity,SPY US 10/17/25 P550 Equity,SPY US 10/17/25 P570 Equity,SPY US 10/17/25 P575 Equity,SPY US 10/17/25 P580 Equity,SPY US 10/17/25 P585 Equity,SPY US 10/17/25 P590 Equity,SPY US 10/17/25 P600 Equity,SPY US 10/17/25 P605 Equity,SPY US 10/17/25 P610 Equity,SPY US 10/17/25 P615 Equity,SPY US 10/17/25 P617 Equity,SPY US 10/17/25 P620 Equity,SPY US 10/17/25 P625 Equity,SPY US 10/17/25 P630 Equity,SPY US 10/17/25 P635 Equity,SPY US 10/17/25 P640 Equity,SPY US 10/17/25 P645 Equity,SPY US 10/17/25 P650 Equity,SPY US 10/24/25 P630 Equity,SPY US 10/31/25 C675 Equity,SPY US 10/31/25 P580 Equity,SPY US 10/31/25 P625 Equity,SPY US 10/31/25 P640 Equity,SPY US 11/21/25 C660 Equity,SPY US 11/21/25 P565 Equity,SPY US 11/21/25 P595 Equity,SPY US 11/21/25 P600 Equity,SPY US 11/21/25 P610 Equity,SPY US 11/21/25 P615 Equity,SPY US 11/21/25 P620 Equity,SPY US 11/21/25 P625 Equity,SPY US 11/21/25 P630 Equity,SPY US 11/21/25 P650 Equity,SPY US 11/21/25 P660 Equity,SPY US 12/18/26 C725 Equity,SPY US 12/18/26 C750 Equity,SPY US 12/18/26 C800 Equity,SPY US 12/18/26 P500 Equity,SPY US 12/19/25 C635 Equity,SPY US 12/19/25 C640 Equity,SPY US 12/19/25 C645 Equity,SPY US 12/19/25 C650 Equity,SPY US 12/19/25 C660 Equity,SPY US 12/19/25 C690 Equity,SPY US 12/19/25 C700 Equity,SPY US 12/19/25 P505 Equity,SPY US 12/19/25 P550 Equity,SPY US 12/19/25 P575 Equity,SPY US 12/19/25 P580 Equity,SPY US 12/19/25 P585 Equity,SPY US 12/19/25 P590 Equity,SPY US 12/19/25 P595 Equity,SPY US 12/19/25 P600 Equity,SPY US 12/19/25 P610 Equity,SPY US 12/19/25 P620 Equity,SPY US 12/19/25 P625 Equity,SPY US 12/19/25 P630 Equity,SPY US 12/19/25 P635 Equity,SPY US 12/19/25 P640 Equity,SPY US 12/19/25 P645 Equity,SPY US 12/19/25 P650 Equity,SPY US 12/31/25 C660 Equity,SPY US 12/31/25 P540 Equity,SPY US 12/31/25 P550 Equity,SPY US 12/31/25 P555 Equity,SPY US 12/31/25 P645 Equity
2024-10-28,20.532,13.907,12.221,21.177,20.907,18.379,15.41,14.215,13.728,13.115,12.483,,,,,,,20.83,20.595,20.123,18.447,17.953,16.691,14.709,14.061,13.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.516,13.295,13.02,12.524,12.093,11.913,11.747,,11.597,11.354,24.939,20.334,19.671,17.591,17.236,16.868,16.509,16.144,15.438,14.741,14.416,14.104,13.813,,,13.538,13.298,13.074,,,12.881,,12.994,,12.976,,,,,,12.547,12.319,,11.618,11.365,16.6,16.533,16.174,14.791,14.158,13.866,13.595,13.353,13.124,12.933,,12.758,,13.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.11,11.67,11.182,20.576,13.209,12.979,12.759,12.556,12.189,11.417,11.252,20.987,18.366,16.807,16.489,16.174,15.862,15.552,15.251,14.642,14.095,13.845,13.609,13.401,13.208,13.043,13.265,,,,,
2024-10-29,20.186,14.042,12.678,21.017,21.153,18.337,15.701,14.139,13.592,12.808,12.586,,,,,,,20.395,20.213,19.813,18.14,17.746,16.722,14.583,13.845,13.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.567,13.373,13.09,12.605,12.184,12.001,11.833,,11.693,11.441,24.932,20.266,19.646,17.575,17.21,16.846,16.498,16.134,15.397,14.666,14.325,13.988,13.69,,,13.386,13.099,12.839,,,12.575,,12.326,,,,,,,,12.666,12.355,,11.2,11.39,16.134,16.122,16.134,14.673,14.078,13.72,13.447,13.001,12.779,12.742,,12.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.093,11.285,10.613,20.182,13.242,13.007,12.798,12.609,12.251,11.507,11.355,20.958,18.298,16.791,16.48,16.159,15.838,15.486,15.27,14.545,13.953,13.674,13.389,13.127,12.863,12.593,12.26,,,,,
2024-10-30,20.449,14.138,12.44,21.287,20.842,18.316,15.412,14.531,14.045,13.449,13.297,,,,,,,20.822,20.585,20.111,18.525,17.943,16.654,14.691,13.68,13.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.832,13.474,13.206,12.746,12.319,12.141,11.979,,11.832,11.587,24.997,20.348,19.683,17.593,17.22,16.874,16.506,16.14,15.429,14.872,14.604,14.255,14.078,,,13.834,13.49,13.375,,,13.207,,13.001,,12.919,,,,,,12.724,12.539,,11.947,11.583,16.518,16.539,16.174,14.931,14.362,14.137,13.898,13.609,13.362,13.271,,13.065,,13.105,,13.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.303,11.827,11.338,20.596,13.36,13.174,12.957,12.747,12.392,11.635,11.482,20.998,18.36,16.813,16.495,16.168,15.858,15.503,15.242,14.928,14.367,14.083,13.877,13.636,13.469,13.304,13.196,,,,,
2024-10-31,20.456,14.287,12.613,21.236,20.955,18.341,15.022,13.794,13.118,,,,,,,,,20.781,20.529,20.064,18.36,17.854,16.594,14.226,13.456,13.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.915,13.671,13.398,12.917,12.52,12.355,12.212,,12.074,11.855,25.068,20.391,19.698,17.528,17.158,16.787,16.412,16.051,15.351,14.825,14.51,14.214,13.862,,,13.647,13.382,12.933,,,,,,,,,,,,,12.944,12.734,,12.081,11.851,16.523,16.453,16.092,14.886,14.277,13.99,13.721,13.441,13.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,11.972,11.532,20.571,13.546,13.32,13.11,12.913,12.57,11.862,11.728,21.051,18.339,16.752,16.422,16.117,15.814,15.504,15.263,14.754,14.158,13.801,13.551,13.152,,,,,,,,
2024-11-01,20.435,14.146,12.467,21.129,20.857,18.307,15.213,14.016,13.534,12.819,,,,,,,,20.718,20.486,20.013,18.337,17.851,16.631,14.477,13.723,13.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.655,13.443,13.171,12.703,12.312,12.139,11.994,,11.87,11.648,25.031,20.388,19.711,17.586,17.226,16.869,16.513,16.16,15.475,14.946,14.66,14.406,14.17,,,13.975,13.801,13.676,,,13.621,,13.639,,,,,,,,12.681,12.467,,11.832,11.62,16.612,16.541,16.2,15.005,14.451,14.228,14.033,13.885,13.77,13.729,,13.759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.223,11.799,11.371,20.46,13.292,13.067,12.867,12.669,12.336,11.64,11.515,20.979,18.333,16.786,16.484,16.179,15.887,15.589,15.12,14.445,13.981,13.71,13.405,13.155,12.866,,,,,,,
2024-11-04,20.381,13.854,12.254,21.043,20.775,18.226,15.147,14.137,13.802,13.41,14.004,,,,,,,20.664,20.43,19.959,18.286,17.8,16.583,15.003,14.439,14.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.384,13.219,12.966,12.52,12.167,12.017,11.882,,11.769,11.581,24.823,20.232,19.559,17.446,17.085,16.737,16.382,16.039,15.46,14.862,14.631,14.382,14.172,,,13.997,13.88,13.835,,,13.897,,14.037,,14.177,,,,,,12.566,12.37,,11.783,11.59,16.482,16.409,16.074,14.928,14.445,14.233,13.982,13.928,13.865,13.889,,14.069,,13.951,,14.489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.161,11.763,11.355,20.391,13.152,12.936,12.738,12.555,12.237,11.6,11.48,20.871,18.233,16.692,16.387,16.089,15.794,15.607,15.348,14.83,14.384,14.208,14.07,13.982,13.992,14.103,13.879,,,,,
2024-11-05,20.138,13.804,12.227,20.853,20.585,18.105,15.02,13.904,13.378,12.681,,,,,,,,20.506,20.272,19.806,18.164,17.688,16.478,14.836,14.211,14.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.354,13.145,12.892,12.442,12.065,11.906,11.762,,11.64,11.441,24.595,20.022,19.365,17.313,16.957,16.595,16.243,15.886,15.182,14.431,14.11,13.798,13.509,,,13.225,12.959,12.677,,,12.351,,,,12.689,,,,,,12.403,12.207,,11.617,11.417,16.148,16.334,15.94,14.472,13.834,13.53,13.244,12.988,12.686,12.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.969,11.581,11.113,20.224,12.975,12.763,12.568,12.386,12.062,11.419,11.293,20.707,18.12,16.594,16.285,15.981,15.675,15.529,15.247,14.708,14.245,14.061,13.868,13.709,13.609,13.583,13.054,,,,,
2024-11-06,20.388,13.983,12.361,20.803,20.539,18.13,15.282,14.325,13.842,13.194,13.016,,,,,,,20.473,20.242,19.787,18.187,17.723,16.54,14.37,13.603,13.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.449,13.267,13.02,12.554,12.163,12.004,11.852,,11.73,11.515,24.413,19.914,19.284,17.31,16.968,16.629,16.291,15.943,15.253,14.584,14.252,14.107,13.818,,,13.542,13.286,13.053,,,12.846,,12.664,,12.531,,,,,,12.621,12.409,,11.755,11.545,16.378,16.31,15.967,14.633,14.172,13.889,13.612,13.384,13.167,12.962,,12.788,,12.646,,12.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.086,11.682,11.188,20.35,13.292,13.074,12.868,12.695,12.326,11.623,11.483,20.589,18.082,16.623,16.324,16.018,15.718,15.415,15.122,14.536,14.136,13.885,13.649,13.435,13.239,13.05,12.891,,,,,
2024-11-07,20.511,14.009,12.407,20.891,20.626,18.207,15.442,14.207,13.655,12.84,12.57,,,,,,,20.649,20.422,19.963,18.38,17.89,16.698,14.688,13.952,13.709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.449,13.354,13.047,12.616,12.225,12.054,11.903,,11.766,11.549,24.503,19.985,19.357,17.414,17.082,16.749,16.411,16.072,15.396,14.748,14.542,14.244,13.94,,,13.665,13.402,13.159,,,12.923,,12.73,,12.558,,,,,,12.669,12.455,,11.858,11.623,16.598,16.538,16.207,14.928,14.307,13.995,13.725,13.49,13.248,13.038,,12.834,,12.68,,12.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.194,11.798,11.269,20.489,13.27,13.113,12.909,12.713,12.364,11.638,11.49,20.715,18.234,16.793,16.501,16.204,15.905,15.607,15.309,14.715,14.301,14.047,13.609,13.579,13.372,13.174,13.005,,,,,
2024-11-08,20.701,13.927,12.516,21.025,20.755,18.367,15.641,14.422,13.927,13.226,13.049,,,,,,,20.773,20.544,20.085,18.497,18.054,16.895,14.91,14.253,14.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.453,13.374,13.13,12.691,12.306,12.14,11.988,,11.852,11.626,24.639,20.111,19.476,17.543,17.216,16.888,16.557,16.223,15.564,14.91,14.586,14.281,14.01,,,13.866,13.621,13.38,,,13.162,,12.967,,12.799,,,,,,12.771,12.565,,11.903,11.666,16.648,16.588,16.254,14.958,14.347,14.215,13.95,13.716,13.476,13.241,,13.042,,12.892,,12.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.491,11.995,11.527,20.677,13.453,13.242,13.041,12.849,12.506,11.765,11.613,20.818,18.329,16.917,16.628,16.336,16.052,15.758,15.471,14.909,14.274,14.036,13.785,13.549,13.309,13.113,12.918,,,,,
2024-11-11,20.759,14.001,12.599,21.064,20.792,18.4,15.678,14.494,13.992,13.302,13.252,,,,,,,20.781,20.551,20.093,18.497,18.039,16.901,15.081,14.599,14.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.584,13.504,13.258,12.82,12.428,12.26,12.105,,11.967,11.734,24.623,20.091,19.457,17.532,17.209,16.883,16.553,16.223,15.568,14.926,14.604,14.299,14.119,,,13.836,13.593,13.337,,,13.132,,12.933,,12.75,,,,,,12.824,12.618,,11.963,11.727,16.644,16.581,16.255,14.973,14.367,14.072,13.937,13.666,13.421,13.195,,12.994,,12.835,,12.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.586,12.16,11.616,20.717,13.529,13.315,13.118,12.936,12.592,11.852,11.693,20.826,18.338,16.934,16.647,16.356,16.076,15.794,15.503,14.944,14.5,14.247,13.996,13.773,13.559,13.356,13.151,,,,,
2024-11-12,20.582,14.056,12.548,21.002,20.737,18.326,15.558,14.321,13.788,13.029,12.8,,,,,,,20.722,20.491,20.031,18.426,17.971,16.806,14.926,14.406,14.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.575,13.504,13.251,12.792,12.392,12.215,12.054,,11.909,11.668,24.67,20.071,19.432,17.471,17.136,16.804,16.459,16.124,15.448,14.777,14.453,14.138,13.797,,,13.501,13.214,12.94,,,12.689,,12.438,,12.186,,,,,,12.766,12.556,,11.882,11.637,16.575,16.508,16.175,14.846,14.212,13.9,13.574,13.276,13.0,12.742,,12.478,,12.227,,11.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.532,12.049,11.503,20.612,13.488,13.277,13.07,12.881,12.531,11.763,11.603,20.801,18.293,16.858,16.563,16.267,15.973,15.679,15.384,14.805,14.339,14.078,13.809,13.563,13.32,13.09,12.872,,,,,
2024-11-13,20.698,14.16,12.47,20.976,20.707,18.291,15.534,14.565,14.052,13.377,13.153,,,,,,,20.748,20.518,20.078,18.475,18.014,16.86,15.007,14.151,13.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.552,13.463,13.218,12.727,12.307,12.127,11.964,,11.815,11.649,24.607,20.036,19.359,17.472,17.139,16.81,16.478,16.14,15.473,14.83,14.499,14.286,13.976,,,13.684,13.415,13.168,,,12.937,,12.716,,12.484,,,,,,12.806,12.445,,11.878,11.624,16.659,16.524,16.188,15.011,14.393,14.098,13.805,13.539,13.265,13.054,,12.836,,12.634,,12.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.449,11.998,11.403,20.662,13.448,13.192,12.999,12.801,12.476,11.676,11.508,20.79,18.292,16.866,16.571,16.278,15.99,15.701,15.412,14.831,14.4,14.131,13.874,13.637,13.41,13.188,12.974,,,,,
2024-11-14,20.608,13.723,12.281,20.941,20.667,18.242,15.457,14.249,13.711,12.952,12.693,,,,,,,20.705,20.48,20.016,18.411,17.956,16.795,14.912,14.068,13.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.328,13.175,12.931,12.471,12.077,11.905,11.749,,11.615,11.383,24.594,19.959,19.317,17.361,17.026,16.691,16.349,16.016,15.336,14.674,14.351,14.042,13.897,,,13.625,13.37,13.155,,,12.939,,12.755,,12.612,,,,,,12.465,12.26,,11.598,11.37,16.466,16.396,16.067,14.748,14.11,13.971,13.715,13.46,13.236,13.034,,12.855,,12.697,,12.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.393,11.96,11.399,20.62,13.221,13.011,12.811,12.621,12.276,11.54,11.382,20.733,18.219,16.779,16.487,16.191,15.895,15.602,15.306,14.723,14.312,14.062,13.794,13.575,13.384,13.196,13.013,,,,,
2024-11-15,20.574,14.088,12.51,20.998,20.724,18.287,15.485,14.162,13.604,12.751,12.4,,,,,,,20.711,20.467,20.001,18.44,17.926,16.76,14.651,13.9,13.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.662,13.423,13.171,12.711,12.32,12.152,12.003,,11.875,11.662,24.712,20.05,19.404,17.408,17.065,16.72,16.373,16.025,15.346,14.683,14.359,14.198,13.896,,,13.671,13.426,13.201,,,13.006,,12.816,,12.616,,,,,,12.634,12.434,,11.81,11.598,16.494,16.427,16.086,14.763,14.319,13.99,13.775,13.531,13.288,13.098,,12.917,,12.747,,12.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.561,12.142,11.618,20.606,13.381,13.171,12.971,12.784,12.447,11.764,11.625,20.798,18.258,16.789,16.487,16.192,15.895,15.597,15.31,14.583,14.019,13.717,13.459,13.152,12.808,12.62,12.141,,,,,
2024-11-18,20.58,14.063,12.462,20.897,20.623,18.195,15.407,14.159,13.613,12.76,12.438,,,,,,,20.618,20.385,19.926,18.318,17.86,16.696,14.957,14.313,14.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.318,13.254,13.007,12.555,12.161,11.999,11.845,,11.711,11.481,24.601,19.951,19.31,17.324,16.988,16.65,16.3,15.96,15.279,14.607,14.284,14.096,13.804,,,13.529,13.279,13.045,,,12.828,,12.631,,12.452,,,,,,12.537,12.323,,11.681,11.455,16.424,16.355,16.013,14.684,14.12,13.902,13.63,13.378,13.143,12.929,,12.735,,12.563,,12.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.486,12.063,11.528,20.525,13.282,13.072,12.872,12.681,12.344,11.627,11.464,20.7,18.169,16.713,16.418,16.119,15.824,15.527,15.232,14.772,14.219,13.961,13.717,13.491,13.286,13.083,12.907,,,,,
2024-11-19,20.659,14.072,12.463,21.073,20.797,18.347,15.547,14.321,13.814,13.134,12.92,,,,,,,20.777,20.539,20.073,18.454,17.99,16.823,15.079,14.442,14.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.58,13.436,13.179,12.707,12.303,12.124,11.964,,11.817,11.578,24.843,20.136,19.486,17.494,17.158,16.81,16.471,16.134,15.444,14.789,14.472,14.116,13.821,,,13.543,13.282,13.035,,,12.812,,12.596,,12.357,,,,,,12.661,12.451,,11.773,11.532,16.576,16.51,16.173,14.848,14.162,13.875,13.596,13.332,13.078,12.856,,12.634,,12.391,,12.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.531,12.104,11.507,20.616,13.377,13.161,12.953,12.761,12.408,11.663,11.507,20.885,18.331,16.861,16.566,16.268,15.972,15.679,15.381,14.904,14.355,14.101,13.859,13.632,13.423,13.235,13.058,,,,,
2024-11-20,20.7,14.325,12.662,21.118,20.848,18.412,15.646,14.743,14.252,13.64,13.49,,,,,,,20.788,20.553,20.089,18.481,18.022,16.864,14.733,14.073,13.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.721,13.601,13.344,12.865,12.449,12.268,12.108,,11.961,11.72,24.958,20.261,19.615,17.633,17.295,16.955,16.61,16.27,15.602,14.947,14.638,14.596,14.298,,,14.047,13.797,13.597,,,13.392,,13.236,,13.13,,,,,,12.943,12.727,,12.013,11.758,16.706,16.641,16.299,14.997,14.635,14.35,14.071,13.818,13.596,13.4,,13.262,,13.102,,13.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.607,12.165,11.591,20.644,13.651,13.428,13.211,13.011,12.64,11.856,11.693,20.937,18.4,16.949,16.655,16.363,16.067,15.779,15.49,15.106,14.589,14.324,14.077,13.855,13.653,13.477,13.332,,,,,
2024-11-21,20.788,14.274,12.613,21.3,21.024,18.564,15.735,14.429,13.892,13.056,12.76,,,,,,,20.969,20.712,20.248,18.628,18.168,16.993,14.955,14.209,13.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.721,13.571,13.31,12.834,12.404,12.222,12.058,,11.906,11.657,25.197,20.42,19.766,17.756,17.417,17.07,16.724,16.368,15.675,14.995,14.662,14.521,14.221,,,13.929,13.659,13.412,,,13.197,,13.014,,12.874,,,,,,12.918,12.688,,11.961,11.698,16.817,16.749,16.402,15.051,14.463,14.295,14.013,13.758,13.511,13.3,,13.096,,12.946,,12.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.554,12.104,11.523,20.77,13.615,13.39,13.173,12.969,12.594,11.786,11.616,21.11,18.55,17.083,16.781,16.482,16.18,15.915,15.583,14.993,14.584,14.327,14.079,13.851,13.649,13.471,13.33,,,,,
2024-11-22,20.702,14.103,12.434,21.139,20.884,18.426,15.606,14.338,13.786,13.008,12.767,,,,,,,20.844,20.611,20.146,18.529,18.064,16.89,14.86,14.136,13.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.549,13.369,13.113,12.617,12.189,12.007,11.832,,11.683,11.431,25.034,20.263,19.601,17.596,17.257,16.913,16.568,16.223,15.529,14.846,14.522,14.37,14.075,,,13.797,13.546,13.32,,,13.139,,13.0,,12.907,,,,,,12.682,12.457,,11.727,11.469,16.671,16.598,16.258,14.91,14.262,14.157,13.878,13.627,13.397,13.209,,13.066,,12.962,,12.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.439,11.986,11.419,20.688,13.444,13.216,12.996,12.791,12.416,11.616,11.445,20.967,18.405,16.946,16.647,16.353,16.054,15.75,15.456,14.869,14.18,13.899,13.623,13.36,13.095,12.858,12.621,,,,,
